@relation 'Speed Dating Data_10-27_updatedfromfieldV1-weka.filters.unsupervised.attribute.NumericToNominal-R1,2,3,6,8,24,27,30,31,32,69-weka.filters.unsupervised.attribute.NumericToNominal-R29-weka.filters.supervised.instance.SMOTE-C0-K5-P100.0-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P100.0-S1'

@attribute gender {0,1}
@attribute condtn {1,2}
@attribute wave {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21}
@attribute round numeric
@attribute position numeric
@attribute order {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22}
@attribute int_corr numeric
@attribute samerace {0,1}
@attribute age_o numeric
@attribute race_o numeric
@attribute pf_o_att numeric
@attribute pf_o_sin numeric
@attribute pf_o_int numeric
@attribute pf_o_fun numeric
@attribute pf_o_amb numeric
@attribute pf_o_sha numeric
@attribute attr_o numeric
@attribute sinc_o numeric
@attribute intel_o numeric
@attribute fun_o numeric
@attribute amb_o numeric
@attribute shar_o numeric
@attribute age numeric
@attribute race {1,2,3,4,6}
@attribute imprace numeric
@attribute imprelig numeric
@attribute from {Chicago,Texas,Miami,'New York',California,'Washington DC',Michigan,Israel,Italy,Philadelphia,Brooklyn,Florida,China,'San Francisco',India,Maryland,Taiwan}
@attribute income numeric
@attribute goal {1,2,3,4,5,6}
@attribute date {1,2,3,4,5,6,7}
@attribute go_out {1,2,3,4,5}
@attribute career {Lawyer,Entrepreneur,'Humanitarian Affairs','Creative Arts',Research,Undecided,'Real Estate ',Doctor,'Psychologist ','Social Work',Architecture,Politics,Other,'Engineer '}
@attribute sports numeric
@attribute tvsports numeric
@attribute exercise numeric
@attribute dining numeric
@attribute museums numeric
@attribute art numeric
@attribute hiking numeric
@attribute gaming numeric
@attribute clubbing numeric
@attribute reading numeric
@attribute tv numeric
@attribute theater numeric
@attribute movies numeric
@attribute concerts numeric
@attribute music numeric
@attribute shopping numeric
@attribute yoga numeric
@attribute exphappy numeric
@attribute attr1_1 numeric
@attribute sinc1_1 numeric
@attribute intel1_1 numeric
@attribute fun1_1 numeric
@attribute amb1_1 numeric
@attribute shar1_1 numeric
@attribute attr2_1 numeric
@attribute sinc2_1 numeric
@attribute intel2_1 numeric
@attribute fun2_1 numeric
@attribute amb2_1 numeric
@attribute shar2_1 numeric
@attribute attr3_1 numeric
@attribute sinc3_1 numeric
@attribute fun3_1 numeric
@attribute intel3_1 numeric
@attribute amb3_1 numeric
@attribute length numeric
@attribute match {0,1}

@data
0,1,1,17.376692,7.018684,7,0.20916,0,25.702674,3,22.605539,10.255167,17.023522,16.333079,17.44669,19.870722,8.061667,7.684162,9,8.382767,7.177878,7,23.251351,4,3.303474,2.359285,Chicago,?,2,7,1,Lawyer,9,5.638644,8.431016,9,2.710498,2.09739,4.108278,1.801622,4.212175,7.229184,8.448983,2.407209,9.759155,8.481254,8.152326,8,1,4.996893,19.966015,22.189925,20.420525,15,14.273229,8.726782,28.802967,11.434377,18.953024,20,11.413773,5,7.210089,8,8,8.637724,7.188781,1.008544,1
0,1,1,17.665502,10.820868,7,0.184034,0,24,2.11297,19.24957,10.478971,23.42156,14.920815,11.835831,7.494879,7.892478,7.800431,8.506978,7.473107,9,6.727758,23.371342,4,3.031851,3.562057,Chicago,?,2,7,1,Lawyer,9,4.812916,8.618404,9,1.137506,2.176844,3.939931,2.194056,3.47261,8.431768,8.044246,3.503755,9.192744,8.947724,7.646293,8,1,3.340273,15.220976,24.825371,23.659185,15,12.626165,10.647164,30.936591,17.024163,18.663442,20,8.658456,5,7.633675,8,8,8.077712,7.744937,1.546162,1
0,1,1,15.52138,7.488249,7,0.139089,0,24.506874,3.901119,19.811897,11.397632,23.818941,14.827736,13.162233,10.539218,8,7.705958,8.298742,6.71323,8.22849,7.672218,24.996342,4,4.944497,3.629097,Chicago,?,2,7,1,Lawyer,9,5.823801,8.768148,9,2.303302,1.615163,3.719387,1.245267,4.365923,6.674197,6.34306,2.855671,7.56628,5.544062,6.372862,8,1,5.646987,23.569853,21.47388,24.723958,15,10.873663,14.884558,27.106065,13.015116,19.992182,20,9.393793,5,7.125404,8,8,8.294419,8.541438,1.671242,1
0,1,1,14.125656,8.536868,7,0.411902,0,25.558547,2.908718,20.743017,14.118525,17.528969,30.48824,7.305467,11.01797,7.971271,8.428827,8.069279,8,6.428511,8.767209,24.032411,4,4.678325,2.31312,Chicago,?,2,7,1,Lawyer,9,2.176402,8.533336,9,3.490896,1.578905,4.389096,4.191759,4.405767,8.040483,7.568526,3.622836,7.431724,7.778934,6.040145,8,1,5.929467,19.093787,21.081273,22.279085,15,12.212077,14.211505,34.955616,19.606821,17.162027,20,9.413168,5,7.380415,8,8,8.660243,8.640736,1.616909,1
0,1,1,10.990178,1.110511,7,0.087381,0,26.744265,2.742603,35.710102,28.931937,20.965094,10,7.11641,15.664219,6.426071,7.706914,7,7.606722,8.175299,5.7531,23.379763,4,1.296639,1.523657,Chicago,?,2,7,1,Lawyer,3.720456,6.045037,6.040601,7.74105,5.882173,6.0417,5.422566,5,1.001775,7.787619,5.199922,5.253338,7,5.851992,6.836435,5.999124,3.69084,4.386017,22.353214,24.004449,20.380565,16.842939,10,1.627758,29.330788,10,15.868472,26.796286,13.647457,5.46874,7.618687,8,8.327629,7.418912,8.727423,1.93897,1
0,1,1,20,18.187034,4,0.382927,0,22.195585,3.132526,20,17.170594,20,20,20,7.258465,7.857276,9.590236,6.0539,9.119514,7.979453,7.206205,27,2,3,1,Chicago,69487,2,7,1,Lawyer,10,7,7,3,3,3,3,3,3,4,5,3,6,10,10,1,7,6,40,0,10,50,0,0,15,15,15,15,20,20,10,8,10,10,10,3,1
0,1,1,10.361825,13.693278,4,0.304448,0,27.048482,2,25.826729,2.830247,23.172022,15.994962,9.183165,10.468389,8.18202,7.687962,8.262369,9.686349,8.771078,9,21.495555,2,2.276866,1.191329,Chicago,69487,2,7,1,Lawyer,9.956806,6.565632,7.317667,5.990374,1.79791,1.971798,4.020986,2.221518,3.65803,4.33986,5.805625,1.610255,6.097172,10,9.625639,4.966032,2.631958,3.119515,32.953956,14.341329,10.986085,42.877837,6.445463,2.848836,27.934276,15.938535,15,18.902259,19.569495,8.526645,7.007995,8,8.695961,9.53634,8.961565,2.598627,1
0,1,1,16.026143,1.680245,4,0.33017,0,24,4.814772,27.289012,29.140199,12.898782,10,10,20,8,7,7.793609,6,6.650496,7,25.614061,2,2.794709,1.892558,Chicago,69487,2,7,1,Lawyer,9.94862,5.006146,7.365206,8.028706,1.060949,1.935757,3.183682,2.127786,4.416414,5.873877,7.915357,1.157297,6.765651,10,9.00337,7.419946,5.331598,5.262615,27.673884,7.43955,12.972669,44.313292,3.304696,14.019127,30.838487,17.310702,15,15.610416,5.237862,12.655851,6.101092,8,8.523272,9.00055,9.800213,2.743598,1
0,1,1,12.944274,8.335748,7,0.59969,0,23.364172,2.70188,17.352669,13.267478,15,38.829247,17.801198,11.164718,6.064852,7.552888,8.126952,7.434733,6.539485,8,22.293833,4,2.804492,3.436145,Chicago,?,1,5,1,Lawyer,8.779766,3.437355,6.450132,6.065217,2.025194,2.880564,2.046704,2.264354,6.847739,6,8.234354,4.669555,9.648951,8.688508,8.948838,7.421661,1.047922,5.490714,19.492974,20,10.037033,17.375711,15,14.78317,24.845911,20.297649,19.737083,20,7.36293,5,6.913724,8,8,7.566866,7,2.632577,1
0,1,1,17.179759,6.487184,7,0.149025,0,27.045781,2.661363,40.446794,6.897012,20.232432,11.743155,7.77863,5.250566,7,7,7.214154,7.041566,7.720034,5.872338,29.424607,4,2.995705,6.480057,Chicago,?,2,7,1,Lawyer,8.802933,3.967915,8,8.093941,4.456929,4.331707,4.54207,1,5,5.01216,8.325914,3.481762,10,9.555409,9,8.01316,2.84591,3.934759,18.163682,20,20,15,15,12.879748,47.816615,10.981549,6.78976,9.937274,2.145827,2.815655,5.5195,7.943876,8.782822,8.80399,7.739217,?,1
0,1,1,18.622103,4.390477,7,0.124488,0,23,2,20.266842,6.510155,18.823834,36.538977,8.570591,9.350715,7,8.961449,9,8,8.485433,7.872624,30.179904,4,2.042407,5.699293,Chicago,?,2,7,1,Lawyer,8.133364,3.740947,8,8.300112,3.071912,3.886746,3.39306,1,5,5.936506,7.303291,3.875894,10,9.219386,9,8.007179,6.289578,3.451647,15.392851,20,20,15,15,14.700679,49.974188,13.266884,8.435318,10.952309,2.804353,0.945674,4.747163,7.18833,8.414925,8.216962,7.52837,?,1
0,1,1,15.155005,5.0057,7,0.20919,0,27.239183,2,41.563381,6.311791,24.007883,11.948968,0.481126,15,7,7,7,8.025057,7.691184,9.03829,23.788368,2,4.124226,2.200664,Chicago,?,2,7,1,Lawyer,3.081761,3.732298,5.931433,7,6.766483,7.571219,6.511953,5,6.860359,7.783428,6.849449,6.78126,7.144748,7.982514,7.490684,4.103264,7.082047,1.651037,20,11.151532,20,33.854645,9.025109,10,31.217185,5.414639,19.84948,21.228435,7.721667,10,7,7.700798,9.210996,7.373683,8,1.387052,1
0,1,1,12.468332,5.942286,7,-0.436354,0,28.182958,2,57.81308,0.937891,17.297781,3.291797,0.02167,4.21113,8.998667,7.528028,7.511807,9.683185,9,7.866491,23.759926,2,3.091975,2.454476,Chicago,?,2,7,1,Lawyer,2.505128,2.231543,5.741042,7,6.704656,7.158398,6.114066,5,6.464497,8.590447,6.136764,8.51074,7.724956,7.904224,7.490567,3.591922,7.820745,1.345935,20,10.007057,20,27.961674,9.826865,10,38.728453,8.917914,19.175343,22.451686,6.682617,10,7,7.738604,9.338117,8.475977,8,2.87117,1
0,2,15,19,17,1,0.3094,0,23.161623,2.545742,23.255283,12.176956,24.761203,22.760151,9.008333,19.565119,7.347437,7,7,5.11521,5.517906,5.965718,28,2,8,1,'New York',52010,1,7,1,'Creative Arts',6,5,10,10,9,9,6,8,3,8,10,8,10,9,9,9,1,6,25,25,25,10,10,5,80,0,10,10,0,0,7,7,7,7,10,3,1
0,2,15,19,17,1,-0.001687,0,28.824544,2.85107,61.763837,3.478225,13.801563,13.508083,3.904978,5.815731,8.902248,9.779465,9.586378,8,7.875991,5.088523,28,2,8,1,'New York',52010,1,7,1,'Creative Arts',6,5,10,10,9,9,6,8,3,8,10,8,10,9,9,9,1,6,25,25,25,10,10,5,80,0,10,10,0,0,7,7,7,7,10,3,1
0,2,15,15.489098,8.892541,1,-0.028821,0,27.626772,2,48.784542,1.755717,14.3661,4.231462,1.809827,1.246985,10,10,10,9.352478,9.242864,6.320873,24.227538,2,7.466581,1,'New York',52061.241775,1,7,1,'Creative Arts',6.610624,3.464843,8.772467,9.362052,8.949202,8.560706,5.222983,3.971902,2.061907,8.651182,9.784598,6.149166,9.17444,2.241332,8.63428,8.619231,1,5.891291,26.580862,16.708418,14.183161,18.751464,6.561373,1.795474,59.428557,0.17884,10.460378,33.210198,10.696251,0.664023,7,9.965836,7.55512,8.827527,8.684097,2.436928,1
0,2,21,20.690156,13.150732,2,-0.260322,1,25.358526,2.414981,23.280419,20.202381,20.343396,21.774144,5.104062,10,6.99887,8.402381,8,8.698588,6.830857,6.389745,25.551192,2,5.990655,4.337355,'New York',72840.573393,2,7,2,Doctor,1.074794,2.307634,6.631014,8.229269,7.837407,7.016131,3.838536,3.105751,7.7936,7.51793,7.177089,8.115704,8.297842,5.684571,5.726282,7.85713,4.270653,4.244997,15,13.439677,25.95092,11.870265,10.743539,11.049428,39.093356,5.648625,12.762172,20,10,12.12863,6.00915,8.767645,8.262749,8.077591,8.322506,3,1
0,2,21,20.742406,15.497495,2,0.149279,0,27,2,53.496926,15.359168,13.926237,6.088141,5,6.391651,7.646497,8,8,6.253083,4.626261,4.093933,28.218,2,3.334073,2.703867,'New York',73247.523812,2,7,2,Doctor,1.531165,6.609575,5.622,8,7,7.426971,2,2.109807,2.60111,9.794782,6.337134,8.831399,9.227951,8,8.186839,3.27341,2.639117,3.040022,15,6.168659,41.185535,10,15,19.23833,62.185778,5,10,16.433592,7.36567,13.252999,7,8.409855,7.83632,9.19369,9.531072,1.983805,1
0,2,7,18.087912,9.347446,1,0.07231,1,27,2,18.207231,19.553581,21.6705,20,11.091415,8.144241,7.96722,7.792024,6.983996,6.40564,6.436039,7.434709,25.116531,2,1,4.684083,California,50730.396984,1,5,2,Research,7.449996,4.93761,6,7.211614,5.806867,6.829786,7.070133,7.38692,8.786263,6.048087,5.210482,3.83723,5.927945,5.410886,7.926585,4.362126,3.067504,5.263171,15.440967,10.801942,27.596025,20.50083,15.779514,9.546813,60.282335,12.252696,10.349097,19.878773,10.422815,7.154007,8.022049,9,9,9.761622,7,1.073741,1
0,1,1,14.36693,7.725477,4,0.427522,0,23,2,26.677924,16.722812,16.152127,33.530501,16.185336,1.447176,9.751447,9.23591,9.949318,9.214155,8.232473,6.894372,28.871956,2,6.979938,3.824702,Chicago,?,2,7,1,Lawyer,5.929504,1.074245,5.134175,9.93818,4.597361,1.603905,5.345698,2.327639,6.629784,6.282154,7.373783,6.749409,9.88168,9.819993,7.55194,7.444942,1.013948,5.811525,19.05031,14.769422,11.834564,26.651247,14.260051,14.001331,31.034942,20,18.857417,20,9.396706,7.913906,6.720114,6.627962,9.779086,7.293901,7.896744,1.313358,1
0,1,1,14.985633,9.544418,7,0.281993,0,25.014144,2,27.26262,15.73762,23.723342,10.615304,9.736946,14.448479,7.60839,6.652339,8,8.471999,8,5.193608,28.258159,2,2.8076,3.151681,Chicago,?,2,7,1,Lawyer,6.620975,1.508227,4.924087,9.511108,4.035377,6.943396,7.727213,2.158378,7.872553,6.4041,7.314024,4.442182,9.913782,6.540851,6.035142,6.400419,1.628744,7.450292,32.184819,19.651145,14.515726,17.432119,1.19572,13.011174,24.112717,20,15.636389,20,6.926421,6.833292,6.377087,6.668681,9.3447,7.796622,7.595503,1.64097,1
0,1,1,15.534645,8.696556,7,-0.089227,0,25.364322,2,23.579891,3.450665,25,14.294685,11.695141,11.634186,7.111593,7.758295,8.188834,9.530048,9,9.11993,27.616156,2,4.128984,1.530565,Chicago,?,2,7,1,Lawyer,2.320164,1,3.291558,8.174315,6.876039,7,7.651171,8.407969,7.859892,7,7,7.872602,8.092948,6.942357,6.678096,4.146636,6.607122,5.607233,20.665235,10.650772,10.567829,27.148724,7.568933,9.344156,21.738508,11.831145,17.475626,20.151023,9.945117,10,7,7.016572,9.704508,7,8,2.369012,1
0,1,1,14.138246,13.657837,7,0.565133,0,24.994973,2,19.044276,12.506697,15,33.188045,9.755983,9.282102,7.229125,8,9,9.501307,9,6.629466,28.976662,2,6.952509,3.300953,Chicago,?,2,7,1,Lawyer,5.28853,1.141919,6.245346,9.167089,5.142584,1.901397,6.926997,3.153917,7.00626,6.264287,7.287554,1.85706,9.903819,8.616257,7.049064,7.568983,1.587984,6.041651,23.446817,11.015489,14.603135,18.645246,0.977473,8.487775,21.000362,20,16.470968,20,9.485888,6.260679,6.401177,7.975643,8.614689,7.134293,7.63014,1.702936,1
0,1,1,11.036017,3.439549,7,0.134817,0,22.64435,2,17.956694,14.513351,25,14.440777,9.528569,14.064252,7,7.764336,7.877106,8.70268,6.17287,7.444328,26.454349,2,2.949222,1.279044,Chicago,?,2,7,1,Lawyer,2.440208,1,4.651233,8.115337,6.469175,7,7.287285,5.050819,7.722561,7,7,8.840658,8.884835,6.587443,6.44225,1.033699,3.965306,7.56948,25.984235,19.45852,11.320029,29.450519,1.258563,5.954671,20.156103,19.166538,17.602776,25.681479,9.032506,10,7,6.951285,9.042325,7,8,1.203592,1
0,1,1,11.727634,8.35681,7,0.515049,0,23.480652,2,22.238297,16.838418,15,39.304691,9.274976,12.424542,6.569772,7.096867,8.292057,6.321268,8.542995,6.8352,21.965137,2,1.389441,2.773957,Chicago,55573.206355,2,7,1,Lawyer,9,2,8.123431,9,4.614543,2.862317,6.925951,2.596306,5,7.547162,2.340921,2.805714,8.262332,9.561791,9.216915,3.206644,4.59117,3.493985,16.916755,18.040083,20,19.846539,14.924146,15,20.078782,16.80442,22.917938,20,19.444691,0.76236,8.343378,8.361685,8.061953,8.481158,7.486825,?,1
0,1,1,15.452525,7,7,0.462434,0,37.788155,2,19.276474,11.62213,18.997321,29.3477,7.878615,12.528176,7.588372,8.749013,9,7.986919,9,8,24.476656,2,4.301198,4.57406,Chicago,?,2,7,1,Lawyer,8.179574,3.112977,7.445904,7.061012,2.553304,5.049039,5.885953,1,6.047544,6.626688,1.909463,5.190984,7.442695,8.483637,8.942033,6.846035,1,3,68.096662,16.592796,20,13.859922,14.706209,5.25985,38.485749,19.025979,5.785492,9.906428,3.777786,4.361301,6.990222,8.377804,6.402989,8,7,?,1
0,1,1,17.369263,8.71078,7,0.355269,0,26.236403,2,41.22738,6.601796,23.564345,17.237332,2.022689,2.899427,7.540794,8.47071,8.440983,9.715365,9.803715,9.895419,24.98859,2,4.829515,5.582481,Chicago,?,2,7,1,Lawyer,7.090735,2.627314,7.915475,7.024912,1.467299,3.931357,5.532392,1,7.912512,6.01582,4.533091,2.825417,7.224271,8.859033,8.259383,1.653284,1,3,55.559514,6.454564,20,7.537498,14.04658,3.865523,65.981045,17.929796,11.796549,8.926723,3.656485,4.199508,6.016956,8.01294,7.537531,8,7,?,1
0,1,1,16.058767,10.13211,7,0.461074,0,24.546056,2,25.627779,10.199903,22.056771,39.391653,10.18509,5.256596,7,8.809651,9,8,9,8,24.451519,2,6.889513,6.080129,Chicago,?,2,7,1,Lawyer,8.343879,3.043113,7.995761,8.945751,4.141025,5.334394,5.42379,1,6.894217,6.05348,5.875734,6.806842,8.252461,9.608358,8.909824,3.886963,1,3,26.371634,18.829166,20,11.56184,12.310017,12.994568,56.771308,7.279084,5.873443,12.58762,4.402779,4.861905,6.581359,8.93228,6.364772,8,7,?,1
0,1,16,15.681378,14.918983,4,0.280122,0,27.772215,2,20,11.679299,23.6745,18.667585,15.750602,5.790045,6.889012,7.163394,7.685016,9.193785,8.981872,6.359326,31.272967,2,1.633545,2,California,80465.419108,1,4,3,'Social Work',1.555686,4.493374,6,8.325612,6.079298,5.522904,2.227016,0.376083,1.917719,4.221202,2.957901,7.828378,6.824122,4.906764,7.439289,7.738621,5.184118,4.456545,12.935908,15,28.670191,11.199498,14.206726,2.383656,47.969057,3.065563,10,18.105698,2.119344,17.624242,6.601617,6.82984,6.05806,7,6.127411,2.079157,1
0,1,15,8.644165,5.53193,4,-0.21035,0,25.574303,2,27.802462,20.115734,25.754991,16.542996,5.728211,5.843917,6.881474,8,7.01746,8.272481,7.207634,6.002295,25.440227,2,4.668674,3.742374,California,78554.070676,1,4,3,'Social Work',1,1.27141,2.529244,8,6.460454,5.994047,1.546673,5,6.470231,5.252056,8,9.78361,9.52821,6.868387,9.929732,9.386732,3.932875,4.28897,17.822916,10,30,14.2989,13.791536,18.701687,38.66279,7.102842,17.469645,20,10,10.799291,7,7.821668,8.507151,8.036694,6.080416,3,1
0,1,15,15.724032,11.191073,4,0.366989,0,25.574079,2.159516,25.518505,11.132929,12.918843,13.133505,13.618161,8.610793,8,6.450786,7.25888,7.328193,8.92762,8,33.629065,2,5.428389,2.240919,California,79630.661378,1,4,3,'Social Work',6.21937,4.525159,1.212401,7.765885,5.371368,5.620975,2.665686,4.718445,1.102486,6.503827,3.768554,9.174802,9.359376,6.292529,10,9.75902,3.82873,3.89213,31.397545,12.403771,29.808993,22.518607,10,2.271005,30.978623,4.624606,18.373641,20,3.38837,2.558851,7.436638,6.562507,8.199536,6.016323,5.088162,2.833261,1
1,1,16,15.349737,13.143565,2,0.524688,1,25,2.550434,17.633004,20,30,16.855319,5,8.676424,6.909722,7,6.942321,8,7,4.753075,26,2,3.241181,4.642447,Florida,31582.078688,2,4,2,Entrepreneur,7,1.936548,7.47783,6.91496,8.573878,8.051817,9.505232,1.409124,4.062006,7.204595,6.153006,4.811737,8,2.855108,6,4.390821,1.473058,4.69556,22.723592,15.864673,23.598387,16.713872,8.188581,5.638153,30,15.014705,14.199308,17.965268,13.362173,6.978182,8,8.86556,8,8.357168,7.340822,3,1
1,1,16,15.45325,9.987774,2,0.393227,1,24.831508,1.01644,21.442267,16.407593,20,18.048403,10,19.937736,6.318825,7,7,6.811751,7.180847,6.613987,26,2,4.751797,6.691156,Florida,31437.470583,2,4,2,Entrepreneur,7,1.906551,7.019241,8.161161,8.466647,8.36187,7.639883,1.43235,4.036584,8.661441,6.213597,6.178007,8,5.025845,6,4.04018,1.58855,7.588513,23.273986,23.700527,21.67892,15.709688,5.333029,14.408022,30,12.641134,10.917321,17.130892,14.607583,17.352413,8,8.628866,8,8.329307,5.260224,3,1
1,1,16,9.21727,4.310782,2,0.199357,1,26.259674,1.868587,11.607016,28.583907,20,12.579778,5.148653,18.415293,6.478675,7,6.828351,6.698014,5.382107,7.024155,26,2,2.033748,4.183281,Florida,31631.955132,2,4,2,Entrepreneur,7,1.668849,7.364754,6.214694,7.935018,8.169459,7.483324,1.467948,4.359616,7.660186,6.577399,8.530219,8,3.957247,6,3.832182,5.805908,4.675055,23.984662,19.363836,23.203735,19.37689,8.412871,11.59346,30,13.523569,10.238292,16.512119,14.013652,5.705094,8,9.231362,8,8.572709,6.691316,3,1
1,1,16,6,5.375402,2,0.716231,1,28.313462,2,18.775769,14.847061,22.944345,10,12.092826,17.072377,9.522171,9.702449,7.991859,7.560922,9.755552,6.71479,26,2,6,7,Florida,31632,2,4,2,Entrepreneur,7,2,8,9,9,9,10,2,4,7,5,9,8,6,6,7,9,8,30,25,20,10,10,5,30,20,15,15,15,5,8,10,8,8,8,3,1
1,1,16,13.100446,3.106936,6,0.247957,0,24.061257,2.791668,15.85435,20,21.79777,20,19.357909,9.194791,6.986365,7.599885,8.987087,8.955771,8,8.850869,30.282588,2,5.063081,6.907526,Miami,35345.131089,2,2,1,Entrepreneur,6.60419,5,5.048197,8.30053,5.9982,6.431931,6.65396,6.807412,6,5.066696,5.384838,6.181332,7,5.706889,5.570015,6.817879,3.887264,7.391095,43.87609,19.103561,14.282384,10.984203,14.492192,4.655765,36.582889,10,13.445334,17.328124,13.832359,10.017367,7.721409,7.178486,7,8.907771,9,2.79103,1
1,1,16,6,1.009669,6,0.501326,0,25.593726,3.747255,19.147675,16.671349,24.97911,19.861659,5.152152,16.327179,6.334056,8.855207,9,8,6.286848,5.511794,26.064234,2,5.194956,4.448787,Miami,35778.938838,2,2,1,Entrepreneur,2.224621,4.687731,3.872061,5.826236,5.112442,5.067154,7.253566,4.34159,4.275671,6.635781,1.014545,5.750757,6.789745,6.060495,7,5.319074,1.250377,7.115078,58.361158,7.339961,25.242418,10.440225,11.693211,9.527671,48.125462,10,10,14.403416,15.325623,10,7.094638,5.338599,6.3827,8.174692,8.567917,2.411868,1
0,2,19,14.463062,8.82816,4,0.16248,0,27.017349,2.23196,17.643407,28.029452,20.044574,20,4.77691,6.53739,8.824359,7.680821,7.985592,8.644281,6,6,27,3,1.823144,2,California,81556.263538,1,4,2,'Humanitarian Affairs',3.169212,1.917058,7.428815,6.583162,5.092362,4.451376,2.73305,1.080537,5.625929,2.04574,5.118549,4.102324,3.543166,3.114995,6.900801,7.070971,4.606129,3.524699,27.66178,15,26.359896,13.685407,5.588944,12.044502,40,8.523392,10,22.062048,4.754647,15.574278,6.838587,7.915061,7.985546,6.66826,6.609344,3,1
0,1,1,13.741215,6.843795,7,0.511381,0,22.055018,2,28.545326,6.18462,16.516791,39.620604,5,5,7.924202,6.874372,8.499175,8,8.19039,7.187118,22.564241,2,6.855039,1.361619,Chicago,?,1,7,1,Lawyer,8.801081,3.32423,8.889246,9.666291,2.332867,6.043509,7.324998,2.181743,3.647431,8.144212,9.423068,2.466315,10,9.088043,9.73402,8.757117,3.542921,3.372613,15.719778,11.642295,19.013522,18.810008,15.160466,9.773857,39.593869,17.501788,10.495238,43.115262,1.049086,1.893393,6.184422,8,9.198645,7.770032,6.801093,2.19757,1
0,1,1,10.86655,6,7,-0.353568,0,24.039289,5.613279,51.131368,1.054712,19.073291,38.327794,0.31863,5.305874,7.423487,7.020162,8.982356,10,9.230661,10,23,2,4.281434,1,Chicago,?,1,7,1,Lawyer,2.828576,4.115056,8.899034,9.780862,6.81567,7,7.72469,5,1.097055,8.26024,8.199218,8.389391,8.882574,6.205124,9.835692,2.982486,7.254901,1.504359,23.181311,12.828088,17.100519,20.819405,13.523352,8.247067,40.431394,4.362404,9.328421,48.050154,3.440583,8.517084,8.094788,8,9.433588,7,6.753778,3,1
1,2,21,15.194376,16.721925,5,0.327788,1,24.148186,2.275582,27.062591,20,24.246378,19.566893,7.856333,7.813125,6.116821,6.867824,6.975613,7.23471,4.392054,6.316698,23,2,2.315815,5.668201,Maryland,48054.294596,1,5,3,Research,3.173526,2.390743,6.305797,7.498202,5.572552,5.656767,5.161603,5.167802,7.801277,6.939652,5.261031,6.22894,9,9.247935,9,5.070297,4.720971,5.767808,18.864363,14.098301,18.908536,16.607578,10.436369,18.266675,20,14.676043,15,19.081736,18.978213,10.859528,6.073276,7.499819,6.707695,7,6.631236,2.563466,1
1,2,21,20.913596,12.983706,1,-0.146048,0,23.155991,2,22.545966,17.433387,16.818832,10.72185,9.542352,24.374733,6.791156,6.626481,7.433544,7.101473,7.291175,7,23,2,3.51222,5.125044,Maryland,47924.598127,1,5,3,Research,3.665857,1.483004,5.832414,8.33309,6.949156,5.165764,5.532124,7.979573,7.466951,7.240102,5.859793,6.596066,9,8.704555,9,5.879173,5.075868,5.48605,15.009244,14.242399,18.484226,16.497119,12.994252,18.189386,20,14.66214,15,17.418894,16.644187,13.258736,6.974646,7.276351,6.479165,7,6.699844,1.130171,1
0,1,1,10.046227,6.072324,7,0.227985,0,27.526393,2,32.64,12.314355,18.248259,26.953804,0,13.327293,8.355565,7.49285,8.443788,8.792165,8.528727,9,25.199004,4,1.529598,2.240663,Chicago,?,1,7,1,Lawyer,8.191981,3.868144,6.309335,8.26142,1.194726,1.870717,5.037809,1.814645,5,6,7.386308,2.779327,8.738405,7.040072,9,7.670723,1.087024,3,15,26.902311,23.389189,18.22437,12.195232,11.521997,25.692463,20,15,22.154469,6.13472,7.391971,6,8.111951,6.49523,7.347224,5.565209,1.767212,1
1,2,4,11,10.818978,3,0.408386,1,25.501303,2.755012,15,15,23.420921,15.545512,14.157161,15.962625,8.025772,6.855901,9,9.057858,5.624274,2.722508,22,2,1,1,'New York',55080,1,2,1,Lawyer,3,2,4,9,8,9,3,5,9,7,3,6,7,6,10,6,5,3,25,15,25,25,5,5,15,15,25,17,18,10,8,9,8,9,10,3,1
1,2,4,11,7.696156,3,0.012792,1,25.847095,3.528284,17.45598,11.262448,18.381953,20.504299,16.409074,14.062073,9.808331,9.085445,9.427547,9.672826,6.640199,9.762461,22,2,1,1,'New York',55080,1,2,1,Lawyer,3,2,4,9,8,9,3,5,9,7,3,6,7,6,10,6,5,3,25,15,25,25,5,5,15,15,25,17,18,10,8,9,8,9,10,3,1
1,2,4,16.923749,9.258276,3,0.262554,1,23,2,15,15,19.450515,17.741347,14.383416,20,7.95132,6.497352,8.655766,9.756684,8.222086,8.950565,26.229327,2,1,1,'New York',55210.939821,1,2,1,Lawyer,4.367938,4.40736,4.115165,8.468538,8.406158,9.315318,4.375876,5,9,6.342341,5.676217,8.251899,9.305264,9.341271,10,6.857426,5,4.495103,27.980025,17.061457,20.9316,11.560733,5.055503,0.6322,19.133954,17.382634,21.14631,16.516425,21.626234,8.934211,9.598279,9.383574,9.154843,9.21611,9.852257,2.0182,1
